Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,"It'll Be Okay","It'll Be Okay","Shawn Mendes",2021-12-01,222800,71,false,,2022-04-08T09:29:13Z,"","Shawn Mendes LP4-5 PS/ Island",0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,4
spotify:track:3OdAoVRBtEg3PfsXsVoqFg,"Where The Stars Fall (Up All Night)","Elchronicle Original Soundtrack Season 2","Prod.Dex;DAZBEE",2019-04-17,124607,0,false,,2022-03-31T13:34:56Z,"j-pop,vocaloid","Supa Sounds",0.516,0.482,1,-7.83,0,0.0254,0.346,0.00000348,0.437,0.276,88.045,4
spotify:track:3LgxJ3osWJJvrnmlKcfH7I,"LilaS","LilaS","SawanoHiroyuki[nZk];たかはしほのか",2022-03-20,245397,52,false,,2022-03-30T07:43:21Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.558,0.559,5,-4.95,1,0.0273,0.13,0.000651,0.11,0.256,156.156,4
spotify:track:3vRbxXCwb6ToVGcLbOUp1y,"Heavy / Numb / What I've Done / One More Light / In the End","Heavy / Numb / What I've Done / One More Light / In the End","Future Sunsets;Grayson DeWolfe",2018-07-31,250250,0,false,,2022-03-26T23:56:33Z,"","Future Sunsets",0.36,0.499,8,-5.837,1,0.041,0.155,0,0.278,0.225,116.185,4
spotify:track:1TDZIQF6kuQiiSgDG3Kiga,"The Riddler","The Batman (Original Motion Picture Soundtrack)","Michael Giacchino",2022-02-24,301326,35,false,,2022-03-16T14:19:28Z,"soundtrack,score","WaterTower Music",0.124,0.0675,7,-16.486,0,0.0398,0.875,0.954,0.0656,0.0353,62.488,4
spotify:track:1NkI8DtCnjcWVCVLF0gB71,"The Batman","The Batman (Original Motion Picture Soundtrack)","Michael Giacchino",2022-02-24,407533,55,false,,2022-03-16T14:19:27Z,"soundtrack,score","WaterTower Music",0.209,0.152,10,-16.519,0,0.0324,0.5,0.903,0.103,0.0482,80.136,4
spotify:track:3Bd12fCAzf7NQHCtb3p2Si,"Catwoman","The Batman (Original Motion Picture Soundtrack)","Michael Giacchino",2022-02-24,183733,43,false,,2022-03-16T14:19:27Z,"soundtrack,score","WaterTower Music",0.192,0.171,0,-19.085,0,0.036,0.359,0.893,0.124,0.0795,99.387,4
spotify:track:3OUzsBpHB4fkdaRy14IcWx,"All's Well That Ends Farewell","The Batman (Original Motion Picture Soundtrack)","Michael Giacchino",2022-02-24,161146,38,false,,2022-03-16T14:19:24Z,"soundtrack,score","WaterTower Music",0.151,0.163,10,-18.494,0,0.038,0.115,0.882,0.111,0.0373,81.974,4
spotify:track:7uCe2bdPIWYkPOULm9DZO3,"Sonata in Darkness","The Batman (Original Motion Picture Soundtrack)","Michael Giacchino",2022-02-24,731040,40,false,,2022-03-13T17:12:26Z,"soundtrack,score","WaterTower Music",0.385,0.0268,10,-20.757,0,0.0495,0.978,0.874,0.117,0.0466,58.359,3
spotify:track:4gHnSNHs8RyVukKoWdS99f,"Something In The Way","Nevermind (Remastered)","Nirvana",1991-09-26,232146,74,false,,2022-03-13T01:30:39Z,"grunge,rock","Geffen",0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
spotify:track:4sZlYTnmvrFUhMTGPuz3P4,"Backroads (Redux)","The Day's War (Victory Edition)","Lonely The Brave",2015-06-08,256400,39,false,,2022-03-10T08:49:50Z,"","Columbia",0.466,0.536,4,-5.4,1,0.0266,0.000979,0.000521,0.105,0.0922,77.08,4
spotify:track:58AS4weYlUWvGztZbKIuAU,"Leave Out All The Rest","Minutes to Midnight","Linkin Park",2007-05-14,209306,58,false,,2022-03-10T08:44:44Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.514,0.637,0,-6.418,1,0.0363,0.213,0.00000227,0.389,0.18,80.401,4
spotify:track:3xXBsjrbG1xQIm1xv1cKOt,"One More Light","One More Light","Linkin Park",2017-05-19,255066,78,false,,2022-03-03T12:12:07Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,4
spotify:track:5ftTH7EI3S4Z0FjuJOnVxy,"The Night We Met (from ""13 Reasons Why"")","The Night We Met","Gavin Mikhail",2017-05-10,177477,33,false,,2022-02-17T19:09:55Z,"","Tower Window Records, Inc.",0.394,0.33,3,-8.117,1,0.0497,0.938,0,0.116,0.204,84.262,5
spotify:track:0V0gY9dRpt2ZpGw9X6mpge,"Cruel Angel's Thesis (From ""Evangelion"")","Anime Songs, #7","Eddie van der Meer",2016-11-29,100466,21,false,,2022-02-02T22:36:08Z,"anime","Eddie van der Meer",0.419,0.431,0,-7.864,0,0.0388,0.506,0.771,0.129,0.443,120.91,4
spotify:track:0ygOBx60exSPPvnI4sS28r,"Silhouette","Silhouettes","Aquilo",2017-01-27,230416,56,false,,2022-01-23T15:59:44Z,"","Universal-Island Records Ltd.",0.234,0.414,1,-8.371,1,0.0476,0.702,0,0.0391,0.144,78.216,3
spotify:track:0NI3EvVqB4ZBTsKl8MYq8W,"Ainda Nos Temos","Festival Da Canção 2022","SYRO",2022-01-21,178399,14,false,,2022-01-22T18:23:36Z,"portuguese hip hop","Universal Music Portugal SA Distributed Labels",0.345,0.339,3,-9.223,1,0.0431,0.788,0.00000184,0.163,0.152,123.441,4
spotify:track:2ipLabibvESApw3fkbx8Av,"Amanhã","Festival Da Canção 2022","Os Quatro e Meia",2022-01-21,179589,47,false,,2022-01-22T18:23:30Z,"","Universal Music Portugal SA Distributed Labels",0.473,0.425,7,-7.359,1,0.0328,0.274,0,0.112,0.217,80.975,4
spotify:track:5YPf64VfZ7LCUlfcKTEENo,"Why?","Festival Da Canção 2022","Aurea",2022-01-21,179285,12,false,,2022-01-22T18:23:20Z,"","Universal Music Portugal SA Distributed Labels",0.5,0.243,8,-10.353,1,0.074,0.746,0,0.168,0.314,128.215,4
spotify:track:13kShSwCdr8BAK5pDBwIpA,"Leaving Netherfield - From ""Pride & Prejudice"" Soundtrack","Pride and Prejudice OST","Dario Marianelli;Jean-Yves Thibaudet",2005-01-01,100880,48,false,,2022-01-17T17:06:28Z,"soundtrack,score,classical piano,impressionism,classical","Decca (UMO)",0.27,0.0651,0,-24.789,0,0.0364,0.986,0.959,0.0694,0.128,103.928,1
spotify:track:2QVXcFv3s3pe0toTVXAutX,"Radiance","Radiance","Vicente Avella",2021-01-15,214668,21,false,,2022-01-17T15:47:21Z,"","Pandora's Boombox Records",0.416,0.208,9,-18.446,0,0.034,0.958,0.898,0.0944,0.153,63.222,4
spotify:track:6ITGgQABtRjbBq3AEBXc4o,"Victim","Victim","Halflives",2021-05-28,200666,43,true,,2022-01-17T14:54:18Z,"","Still Standing",0.65,0.618,9,-7.37,0,0.0373,0.0657,0.0000442,0.277,0.366,89.991,4
spotify:track:2sw8teIvVMRZKKYD5p795f,"Main Title Theme - Westworld","Westworld: Season 1 (Music from the HBO Series)","Ramin Djawadi",2016-12-05,101461,50,false,,2022-01-13T18:54:05Z,"soundtrack,score","WaterTower Music",0.464,0.361,5,-11.171,1,0.0291,0.636,0.952,0.11,0.063,111.168,3
spotify:track:4d3QT8EyzdU5ShmEM71nRc,"In This Shirt","Mirror Mirror","The Irrepressibles",2010-01-01,335127,0,false,,2021-12-30T21:32:56Z,"baroque pop","Of Naked Design Recordings",0.232,0.398,9,-9.574,1,0.0305,0.691,0.384,0.159,0.038,79.799,4
spotify:track:6peFJMhlZsmPf85LJx5DBp,"In The Name Of Love - Acoustic","In The Name Of Love","Gavin Mikhail;The Cameron Collective",2016-11-16,190424,33,false,,2021-12-29T15:00:20Z,"","Tower Window Records, Inc.",0.615,0.483,5,-5.334,1,0.0351,0.892,0,0.175,0.503,133.917,4
spotify:track:75Irhne2WdGiOrGcXVEoOQ,"Alive","Alive","Mashiro Ayano",2020-01-11,235866,0,false,,2021-12-27T11:32:27Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.498,0.93,8,-2.669,1,0.0721,0.0123,0.0345,0.39,0.408,90.992,4
spotify:track:28QpCzFbTf09Jsj2zuz58t,"Avid","Avid","SawanoHiroyuki[nZk];mizuki",2021-04-25,250293,58,false,,2021-12-23T23:02:59Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.468,0.753,4,-4.329,0,0.031,0.179,0.00000565,0.148,0.18,155.929,4
spotify:track:6YSFQShQdR87tMaQEtUfHo,"takt","takt","ryo (supercell);Mafumafu;gaku",2021-10-05,237500,50,false,,2021-12-23T22:58:41Z,"vocaloid,j-pop,j-rock,anime","©2021 ryo (supercell)",0.482,0.762,0,-4.371,1,0.0551,0.0175,0.00000347,0.519,0.435,90.495,3
spotify:track:0S5OaeNAC1RlO0ZkeuPmhq,"チームの地力","TVアニメ「ハイキュー!!」 オリジナルサウンドトラック 2","Yuki Hayashi",2014-12-21,178000,22,false,,2021-12-22T08:53:34Z,"anime,soundtrack","TOHO animation RECORDS",0.482,0.652,9,-10.592,0,0.0331,0.0047,0.821,0.117,0.293,135.015,4
spotify:track:3YiL8IQa1F2s8v5giGIByj,"Reveil","灼眼のシャナ original sound track","大谷幸",2005,123720,0,false,,2021-12-22T08:48:25Z,"anime","NBCUniversal Entertainment",0.272,0.312,4,-11.988,0,0.0373,0.609,0.892,0.123,0.0357,140.1,4
spotify:track:6eLfvOucdOCnQN8gYpkx08,"Goodbye (From the series Arcane League of Legends)","Arcane League of Legends (Soundtrack from the Animated Series)","Ramsey",2021-11-13,230985,0,false,,2021-11-13T19:15:05Z,"","Riot Games",0.37,0.322,10,-11.764,0,0.0361,0.675,0.000557,0.101,0.0492,164.812,4
spotify:track:0IMJjZtStHUsUz26Ymlcj2,"Guns for Hire (From the series Arcane League of Legends)","Arcane League of Legends (Soundtrack from the Animated Series)","Woodkid",2021-11-13,226460,0,false,,2021-11-13T17:28:40Z,"","Riot Games",0.253,0.298,3,-7.583,0,0.0294,0.29,0,0.117,0.103,139.722,4
spotify:track:2MGl6n14QcvZoAsJR4oIyo,"I Will (From ""Ao Haru Ride"")","Anime Music Collection Piano Solo, Vol. 5","Kenzie Smith Piano",2017-02-27,139760,35,false,,2021-10-12T07:26:44Z,"anime","Kenzie Smith Piano",0.452,0.172,4,-17.752,0,0.0889,0.982,0.907,0.0953,0.302,141.795,4
spotify:track:2cifIyCofixl1a66N8ig9j,"Crossing Field (From ""Sword Art Online"") [Acoustic]","Link Start","AmaLee",2016-03-30,413000,26,false,,2021-10-08T14:47:12Z,"anime","Leegion Creative",0.557,0.322,2,-11.573,0,0.031,0.769,0.000115,0.1,0.119,94.966,4
spotify:track:4vjpLMyL3ZO6aphdYr8XYw,"i'm so tired...","~how i'm feeling~","Lauv;Troye Sivan",2020-03-06,162586,1,false,,2021-10-08T14:37:35Z,"","Lauv",0.576,0.736,11,-7.572,1,0.224,0.178,0,0.238,0.484,101.928,4
spotify:track:2qJkesdHu9sMMVFgkRkqhQ,"Angel","Savages","Theory of a Deadman",2014-07-25,202213,66,false,,2021-10-08T11:06:30Z,"post-grunge,alternative metal","Roadrunner Records",0.443,0.844,11,-5.414,0,0.0425,0.00251,0,0.085,0.452,76.001,4
spotify:track:26D147j5QmHqEezg6xCmP1,"THE BREACH","THE BREACH","STARSET",2021-09-10,260010,0,false,,2021-10-06T16:52:26Z,"","Fearless Records",0.528,0.845,10,-5.056,0,0.0399,0.0000629,0.0000516,0.305,0.336,106.04,4
spotify:track:1cd9rmSi70ass4toRKcAXv,"Empathy - MUNA Remix","Empathy (MUNA Remix)","Lauren Aquilina;MUNA",2021-06-18,188369,0,false,,2021-10-05T18:23:26Z,"","Lauren Aquilina",0.669,0.605,5,-10.591,0,0.0568,0.0116,0.000184,0.726,0.329,103.033,4
spotify:track:1CTLXVeKU8sokgUZNniDNL,"Fools","Fools","Lauren Aquilina",2012-10-22,213250,0,false,,2021-09-26T18:00:38Z,"","Lauren Aquilina",0.478,0.53,11,-9.684,0,0.193,0.853,0.000024,0.085,0.398,169.927,4
spotify:track:2FpWhUMOPGUVR95DkfKjGH,"Cold","Cold","NEFFEX",2018-04-11,186240,8,false,,2021-09-24T19:17:15Z,"","Burning Boat",0.786,0.643,8,-8.851,1,0.0877,0.0664,0.00000126,0.0985,0.702,125.06,4
spotify:track:2vSyy3uURHWNRTbzYbmwZu,"Sinners","Sinners","Lauren Aquilina",2013-07-22,219593,0,false,,2021-09-22T21:16:07Z,"","Lauren Aquilina",0.344,0.479,11,-7.874,1,0.0626,0.801,0,0.072,0.205,152.594,4
spotify:track:0rfG8R3jPzj2fqaX3UfpQF,"Shit Happens","Shit Happens","Katelyn Tarver",2021-07-29,148306,0,false,,2021-08-12T16:45:03Z,"","Compliments Only",0.556,0.243,7,-10.669,1,0.0428,0.794,0.000033,0.105,0.328,107.243,1
spotify:track:2zYwaNg1EdKAab7o5T4eyS,"Alone Star","Alone Star","The Vaccines",2021-08-06,196773,0,false,,2021-08-09T19:56:50Z,"indie,indie rock","Super Easy",0.542,0.938,8,-3.668,1,0.0659,0.00174,0.0093,0.119,0.672,91.023,4
spotify:track:7CRekXE1El0kvLP4BJUn39,"I'm Tired","I'm Tired","Amber Run",2021-07-30,204897,0,false,,2021-08-07T22:37:01Z,"","TRIPEL",0.445,0.581,0,-7.742,1,0.0465,0.711,0.719,0.139,0.283,74.93,4
spotify:track:6c7N5N7amAOpeMykjlovjI,"Walked Through Hell","Walked Through Hell","Anson Seabra",2020-11-20,216864,55,false,,2021-07-31T21:46:03Z,"","Seabra Songs",0.508,0.404,10,-11.092,1,0.0788,0.664,0,0.104,0.129,81.713,4
spotify:track:3T03rPwlL8NVk1yIaxeD8U,"Off My Face","Justice","Justin Bieber",2021-03-19,156467,77,false,,2021-07-20T09:02:57Z,"","RBMG/Def Jam",0.509,0.228,4,-8.68,1,0.0332,0.92,0,0.104,0.586,90.674,4
spotify:track:3pOqrcwEhdxkVWUeeokUrQ,"Fais comme chez toi","Arcadian (Deluxe)","Arcadian",2017-11-03,194946,11,false,,2021-07-01T14:39:07Z,"french pop,variété française,chanson","Universal Music Division Decca Records France",0.687,0.618,11,-6.071,0,0.0256,0.00329,0.00000132,0.889,0.402,126.023,4
spotify:track:4pVgPfvqLQlmS23mD3xqo9,"Bonjour merci","Marche ou rêve","Arcadian",2019-10-04,201866,41,false,,2021-06-27T18:33:35Z,"french pop,variété française,chanson","Universal Music Division Decca Records France",0.414,0.857,7,-4.257,1,0.106,0.155,0,0.108,0.261,134.145,4
spotify:track:3590AAEoqH50z4UmhMIY85,"Torna a casa","Il ballo della vita","Måneskin",2018-10-26,230666,66,false,,2021-05-26T14:37:55Z,"","RCA Records Label",0.425,0.638,1,-3.184,0,0.0759,0.426,0,0.177,0.45,81.396,4
spotify:track:4zXRMjTaeflesB3Ih4eHnJ,"Stand Out Fit In","Eye of the Storm","ONE OK ROCK",2019-02-15,214573,64,false,,2021-05-25T08:03:18Z,"j-rock,j-pop","Fueled By Ramen",0.615,0.841,11,-5.352,1,0.0416,0.0178,0,0.133,0.316,126.026,4
spotify:track:1iL2qN1fpyE9MxUhUUu0O4,"portas do sol","portas do sol","Nena",2020-09-25,228502,44,false,,2021-05-15T20:51:39Z,"","Sony Music Entertainment",0.436,0.288,3,-8.306,1,0.0349,0.745,0,0.0945,0.336,148.481,3
spotify:track:62M9yafZsSRzlsphzeJPGo,"Brother (feat. Gavin DeGraw)","Brother","NEEDTOBREATHE;Gavin DeGraw",2015-02-02,208205,63,false,,2021-05-15T20:38:22Z,"christian,christian folk,christian alternative rock,ccm,christian rock,worship","Atlantic Records",0.526,0.803,11,-3.989,1,0.127,0.135,0,0.119,0.564,157.887,4
spotify:track:2iL0W5qi0ivZ9WRXbZ74cS,"We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song","We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song]","Martin Garrix;Bono;The Edge",2021-05-13,217000,58,false,,2021-05-15T20:30:30Z,"edm,progressive house,electronica","Epic Amsterdam",0.66,0.733,0,-4.619,1,0.0359,0.248,0.00000896,0.17,0.304,119.933,4
spotify:track:5eNlrdrZSTnfJjXpPg1ykV,"I Was King","Ambitions","ONE OK ROCK",2017-01-13,238826,54,false,,2021-05-05T15:48:43Z,"j-rock,j-pop","Fueled By Ramen",0.571,0.875,6,-3.279,1,0.039,0.000247,0.00000547,0.106,0.447,92.505,4
spotify:track:1w0hboEMff54kez5XXyRNP,"One Way Ticket","Ambitions","ONE OK ROCK",2017-01-13,216933,54,false,,2021-05-02T15:04:06Z,"j-rock,j-pop","Fueled By Ramen",0.724,0.745,8,-4.781,1,0.0319,0.467,0.00122,0.0692,0.528,97.963,4
spotify:track:4IyfdyOS4ZM4B19uKMd3FJ,"Would Anyone Care","Down the Rabbit Hole","Citizen Soldier",2020-11-20,225674,55,false,,2021-03-25T16:22:26Z,"","Citizen Soldier",0.488,0.392,5,-9.562,1,0.0309,0.0757,0,0.166,0.571,140.209,3
spotify:track:1afyMOxQCyfxUOSrCkStsy,"Wildfire - Alternate Version","In My Body","SYML",2018-01-12,233640,0,false,,2021-03-21T20:23:11Z,"","Nettwerk Records",0.528,0.271,8,-8.771,0,0.0353,0.931,0.0014,0.0956,0.222,127.915,4
spotify:track:0zhzkkSXFj60Y5fzb2j9hU,"King","Fools","Lauren Aquilina",2012-10-22,238000,0,false,,2021-03-18T22:34:32Z,"","Lauren Aquilina",0.693,0.205,4,-9.403,1,0.0276,0.901,0,0.103,0.236,82.44,4
spotify:track:4onOevi4sa7DyLX6igQYOG,"Dancing In The Stars","Dancing In The Stars","Neev",2021-03-07,180000,12,false,,2021-03-16T13:15:13Z,"","Sony Music Entertainment",0.359,0.281,7,-10.724,0,0.0315,0.218,0,0.308,0.161,55.475,4
spotify:track:5DHQKZCOZhGNTbYBCekWx0,"Paralyzed","Mansion","NF",2015-03-31,270453,70,false,,2021-03-10T00:36:13Z,"christian hip hop","Capitol CMG Label Group",0.51,0.643,0,-6.602,1,0.0485,0.214,0.00000322,0.101,0.0397,130.081,4
spotify:track:7HBb0h45HuqUIBmVqN3s92,"Oquelávai","Lado a Lado","D.A.M.A",2017-11-10,203685,43,false,,2021-03-08T21:31:01Z,"","Sony Music Entertainment",0.605,0.502,5,-7.401,1,0.0449,0.58,0.00000728,0.112,0.493,88.945,4
spotify:track:2A5kDNMNh6aMlhY66tgGkq,"Something Trivial","Philosotry","Neev",2020-07-24,255666,4,false,,2021-03-02T17:07:03Z,"","Universal Music Division Polydor France",0.453,0.512,4,-9.962,0,0.0405,0.358,0.00291,0.103,0.27,96.814,4
spotify:track:6gSg3QpIF5yNIxbPg711Wz,"Violent Thing","Violent Thing","Ben Dolic;B-OK",2020-02-27,198986,38,false,,2021-03-02T16:51:17Z,"","Airforce1",0.731,0.867,1,-6.323,0,0.0599,0.273,0.00000333,0.14,0.625,119.967,4
spotify:track:3tpax8RtnwwiFw5QxLWdUY,"Alcohol You","Alcohol You","Roxen",2020-02-21,176648,32,false,,2021-03-02T16:49:01Z,"","Global Records",0.427,0.54,2,-5.571,0,0.0531,0.536,0.0000404,0.122,0.194,128.399,4
spotify:track:5PnNiSp1xeYI318WPHEIzP,"Tears Getting Sober","Tears Getting Sober","VICTORIA",2020-03-07,182228,0,false,,2021-03-02T16:47:13Z,"","Ostereo",0.457,0.147,6,-11.375,1,0.0319,0.935,0.00000656,0.112,0.265,116.186,4
spotify:track:1B3HXkdoNdnLR6aPAOnOe5,"Something Trivial","Something Trivial","Neev",2020-07-03,255666,3,false,,2021-03-02T16:23:55Z,"","Universal Music Division Polydor France",0.476,0.526,4,-10.026,0,0.0401,0.381,0.00217,0.103,0.314,96.895,4
spotify:track:6XSd8IVMM2W7gRQEqisduy,"Não Pertenço Aqui","Não Pertenço Aqui","ÁTOA",2020-08-28,164494,0,false,,2021-02-22T19:36:51Z,"","ÁTOA",0.339,0.451,0,-11.968,1,0.0465,0.178,0,0.075,0.355,88.738,4
spotify:track:0v2rjttl94cRu2tiUvbfG1,"Sem Medo","Presente","Fernando Daniel",2020-07-10,168346,26,false,,2021-02-16T11:37:26Z,"","Universal Music Portugal SA",0.675,0.775,9,-6.435,0,0.0984,0.0318,0,0.171,0.508,121.94,4
spotify:track:0ehX27K0xRFvl5pbLOnHJP,"Hoje","Sem Medos","ÁTOA",2019-05-24,180555,41,false,,2021-02-11T16:44:26Z,"","Universal Music Portugal SA",0.419,0.488,0,-9.944,1,0.057,0.547,0.00000223,0.105,0.237,80.189,4
spotify:track:0faXHILILebCGnJBPU6KJJ,"The Diary of Jane - Single Version","Phobia (Clean Version)","Breaking Benjamin",2006-01-01,200546,79,false,,2021-02-06T18:44:54Z,"alternative metal,post-grunge,rock","Hollywood Records",0.392,0.964,10,-4.441,0,0.0644,0.0000713,0.0387,0.106,0.269,167.024,4
spotify:track:7hDVYcQq6MxkdJGweuCtl9,"ocean eyes","dont smile at me","Billie Eilish",2017-12-22,200379,81,false,,2021-02-06T18:41:36Z,"","Darkroom",0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4
spotify:track:1ugQtcwmKOXvKAYzhjncmv,"Half A Man","A Place We Knew","Dean Lewis",2019-03-22,179120,76,false,,2021-02-05T19:12:45Z,"","Universal Music Australia Pty. Ltd.",0.411,0.204,0,-11.575,1,0.0578,0.855,0,0.143,0.337,70.853,4
spotify:track:6w8pFOKn42O418qwcQElZ3,"Waves","A Place We Knew","Dean Lewis",2019-03-22,240013,74,false,,2021-02-05T19:12:44Z,"","Universal Music Australia Pty. Ltd.",0.519,0.731,11,-7.192,0,0.0449,0.184,0,0.0643,0.338,156.878,4
spotify:track:0FNgddJJSTS9gSS8QGcxG2,"Cold Love","Modern Jukebox","Of Gentlemen & Cowards",2017-01-27,208120,0,false,,2021-02-02T02:31:58Z,"","Maisonneuve Music",0.494,0.444,5,-6.32,1,0.0256,0.443,0,0.189,0.406,78.72,4
spotify:track:7xpraKSakDJ6WWgjQEtvgT,"Sad Song (feat. Elena Coats)","Somewhere Somehow","We The Kings;Elena Coats",2013-12-16,226330,0,false,,2021-01-29T22:46:43Z,"pop punk","Ozone Entertainment / We The Kings",0.512,0.559,1,-5.498,1,0.0253,0.0843,0,0.0696,0.193,85.017,4
spotify:track:5o0kwxZpDFrbiju7Qii5py,"Perto de Mim","Perto de Mim","SYRO",2020-01-17,225517,0,false,,2021-01-11T17:04:12Z,"portuguese hip hop","SYRO Music",0.42,0.419,2,-7.581,1,0.038,0.678,0,0.0643,0.272,115.386,4
spotify:track:0ZAiqymvbQUZAh9y6ZT3Rm,"XO","i think you think too much of me","EDEN",2016-08-19,159512,61,false,,2021-01-02T00:44:14Z,"","MCMXCV (EDEN)",0.611,0.39,2,-5.861,0,0.116,0.625,0,0.118,0.617,163.897,4
spotify:track:2MaUwANhrU6KF8AK71ezsX,"Tessa","Transformers: Age of Extinction (Music from the Motion Picture) - EP","Steve Jablonsky",2014-06-30,345466,58,false,,2020-12-29T21:40:16Z,"soundtrack,score","Paramount Pictures",0.204,0.268,4,-14.946,1,0.0368,0.861,0.794,0.07,0.0454,120.038,4
spotify:track:41WTP0gosjYD74B06uS2tL,"You Said You'd Grow Old With Me","Wide Awake","Michael Schulte",2012-09-28,224743,58,false,,2020-12-23T23:00:48Z,"","VERY US RECORDS",0.531,0.347,0,-7.044,1,0.0345,0.905,0,0.0935,0.289,114.441,4
spotify:track:6oBqJVl5gjdUV19haZTmBb,"I Miss You","I Miss You","Nathan Wagner",2019-11-01,156521,20,false,,2020-12-05T23:32:27Z,"","734228 Records DK2",0.458,0.601,7,-6.219,1,0.0346,0.000269,0,0.101,0.184,115.11,4
spotify:track:0GLyqTysS0DFoeKjURtB8s,"unravel","Fantastic Magic","TK from Ling tosite sigure",2014-08-27,238360,1,false,,2020-12-05T22:39:05Z,"anime,j-rock,j-pop","NITRON concepts",0.507,0.889,7,-2.755,0,0.086,0.0495,0,0.0983,0.333,135.021,4
spotify:track:0eLBc5hmyH7MnjTsMX8zJU,"名もない花","名もない花","佐藤ミキ",2020-10-18,266746,28,false,,2020-12-01T15:18:32Z,"anime","Sony Music Labels Inc.",0.606,0.419,3,-7.172,1,0.0266,0.762,0,0.129,0.318,139.967,4
spotify:track:1psK2jFlyYfAjyJZOKfoyM,"Rising Hope","Rising Hope","LiSA",2014-05-07,252213,0,false,,2020-12-01T12:45:30Z,"anime,j-pop,j-rock","NITRON concepts",0.504,0.975,8,-2.585,1,0.376,0.0534,0.00000166,0.088,0.668,190.037,4
spotify:track:2twCEq28Qw7FcsznfX4HNv,"Howling","Howling","ASCA",2020-10-04,249851,39,false,,2020-11-21T14:05:02Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.55,0.95,8,-2.918,1,0.0858,0.00936,0,0.246,0.674,142.98,4
spotify:track:4KlL5Bwlm4yHYxr0B2rHci,"Heal","Long Way Down (Deluxe)","Tom Odell",2013-06-24,193080,73,false,,2020-10-21T09:38:08Z,"","ITNO/Columbia",0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4
spotify:track:4U7G8dgUodMEVSv96QRcDb,"No Friends","No Friends","CADMIUM;Rosendale",2020-03-06,235049,59,false,,2020-09-26T16:40:59Z,"","Cadmium",0.771,0.644,4,-7.746,1,0.0337,0.522,0.00000713,0.076,0.831,145.029,4
spotify:track:4Zwt0IkpzDOW2u0YfV94TK,"Still","Heartbreak Weather","Niall Horan",2020-03-13,251883,60,false,,2020-09-25T13:20:40Z,"","Capitol Records",0.417,0.45,3,-6.198,1,0.0266,0.123,0,0.113,0.288,98.002,4
spotify:track:05Kms0excTlHRel656GZ3U,"Monsters","Monsters","Katie Sky",2014-05-11,217840,61,false,,2020-09-14T11:21:49Z,"","Lab Records Ltd",0.501,0.67,1,-5.847,1,0.0696,0.26,0,0.0774,0.614,175.895,4
spotify:track:640SPuJOpnqNnFAnWnzZZA,"Gravity Falls Theme Song","Gravity Falls Theme Song","Brad Joseph Breeck;The Cog is Dead",2018-10-09,104000,33,false,,2020-09-13T10:52:16Z,"electro swing","Timeship Records",0.498,0.797,2,-5.135,0,0.0285,0.386,0.958,0.24,0.266,85,4
spotify:track:4DTrKnvkHtwQN6kBu4XXIF,"She's So Gone","Lemonade Mouth","Naomi Scott",2011-01-01,186453,68,false,,2020-09-12T23:38:48Z,"","Walt Disney Records",0.518,0.861,11,-4.002,1,0.0673,0.0277,0.00000142,0.249,0.457,141.986,4
spotify:track:72vsd9IEBIonmvIY7TEjXK,"I'll Sleep When I'm Dead","Cinematics (Deluxe)","Set It Off",2012-09-18,204053,58,false,,2020-09-12T21:35:52Z,"","Equal Vision Records",0.402,0.924,1,-3.867,0,0.159,0.00106,0,0.0786,0.445,169.996,4
spotify:track:7s8VgA8OjvwBUuigKzEGBx,"This Is Home","This Is Home","Cavetown",2015-08-03,226073,72,false,,2020-09-12T19:59:19Z,"bedroom pop","Oat Milk Industries and Alternate Side",0.811,0.266,7,-12.478,1,0.0406,0.56,0.00000105,0.0962,0.211,130.044,4
spotify:track:3EmmCZoqpWOTY1g2GBwJoR,"Just Hold On","Just Hold On","Steve Aoki;Louis Tomlinson",2016-12-10,198774,60,false,,2020-09-06T22:02:38Z,"electro house,edm","Ultra Records, LLC",0.647,0.932,11,-3.515,1,0.0824,0.00383,0.0000015,0.0574,0.374,114.991,4
